+++
RED:UKNet.rut
********************************************************
********************************************************
Probablidad de Bloqueo por usuario con 12 Long. de Onda:
Probablidad de Bloqueo total de la Red: 0.001364
********************************************************
Origen	Destino	Prob.Bloqueo	Saltos
34	37	0.000000	4.000000
34	38	0.000000	2.000000
34	39	0.000000	1.000000
34	40	0.000000	1.000000
34	41	0.000000	2.000000
34	42	0.003588	2.000000
35	0	0.000000	5.000000
35	1	0.000000	2.000000
35	2	0.014828	2.000000
35	3	0.000000	2.000000
35	4	0.000366	3.000000
35	5	0.013562	2.000000
35	6	0.000000	1.000000
35	7	0.013107	3.000000
35	8	0.000000	3.000000
35	9	0.000000	4.000000
35	10	0.000000	2.000000
35	11	0.000000	3.000000
35	12	0.000000	4.000000
35	13	0.017955	5.000000
35	14	0.015535	5.000000
35	15	0.000360	3.000000
35	16	0.000000	4.000000
35	17	0.000000	3.000000
35	18	0.013455	4.000000
35	19	0.016263	4.000000
35	20	0.000000	4.000000
35	21	0.012663	2.000000
35	22	0.009465	3.000000
35	23	0.011420	3.000000
35	24	0.013820	5.000000
35	25	0.011845	1.000000
35	26	0.003606	2.000000
35	27	0.000000	4.000000
35	28	0.000000	4.000000
35	29	0.000000	2.000000
35	30	0.000000	1.000000
35	31	0.000000	5.000000
35	32	0.017818	3.000000
35	33	0.015048	3.000000
35	34	0.000000	3.000000
35	35	NO TIENE
35	36	0.000000	2.000000
35	37	0.000000	1.000000
35	38	0.000000	5.000000
35	39	0.000000	2.000000
35	40	0.000000	4.000000
35	41	0.000000	2.000000
35	42	0.004402	3.000000
36	0	0.000000	5.000000
36	1	0.000000	2.000000
36	2	0.003568	4.000000
36	3	0.000000	1.000000
36	4	0.000359	3.000000
36	5	0.006003	4.000000
36	6	0.000000	1.000000
36	7	0.004443	4.000000
36	8	0.000000	3.000000
36	9	0.000000	4.000000
36	10	0.000000	2.000000
36	11	0.000000	2.000000
36	12	0.000000	4.000000
36	13	0.000000	6.000000
36	14	0.000000	6.000000
36	15	0.000000	3.000000
36	16	0.000354	4.000000
36	17	0.000000	3.000000
36	18	0.008683	6.000000
36	19	0.000000	5.000000
36	20	0.000000	4.000000
36	21	0.004289	3.000000
36	22	0.005106	5.000000
36	23	0.004392	5.000000
36	24	0.000368	6.000000
36	25	0.005702	3.000000
36	26	0.005376	2.000000
36	27	0.000000	4.000000
36	28	0.000000	4.000000
36	29	0.000000	2.000000
36	30	0.000000	3.000000
36	31	0.000000	5.000000
36	32	0.003628	4.000000
36	33	0.004317	5.000000
36	34	0.000000	3.000000
36	35	0.000000	2.000000
36	36	NO TIENE
36	37	0.000000	2.000000
36	38	0.000000	5.000000
36	39	0.000000	2.000000
36	40	0.000000	4.000000
36	41	0.000000	1.000000
36	42	0.003906	3.000000
37	0	0.000000	6.000000
37	1	0.000000	1.000000
37	2	0.013281	3.000000
37	3	0.000000	1.000000
37	4	0.000000	4.000000
37	5	0.012286	3.000000
37	6	0.000000	2.000000
37	7	0.012310	4.000000
37	8	0.000000	3.000000
37	9	0.000000	5.000000
37	10	0.000000	1.000000
37	11	0.000000	2.000000
37	12	0.000000	5.000000
37	13	0.016037	6.000000
37	14	0.000000	6.000000
37	15	0.000000	4.000000
37	16	0.000000	5.000000
37	17	0.000000	2.000000
37	18	0.012880	5.000000
37	19	0.013158	5.000000
37	20	0.000000	5.000000
37	21	0.010186	3.000000
37	22	0.014192	4.000000
37	23	0.012752	4.000000
37	24	0.015647	6.000000
37	25	0.009121	2.000000
37	26	0.004473	3.000000
37	27	0.000000	3.000000
37	28	0.000000	3.000000
37	29	0.000000	3.000000
37	30	0.000000	2.000000
37	31	0.000000	5.000000
37	32	0.010753	4.000000
37	33	0.016828	4.000000
37	34	0.000000	4.000000
37	35	0.000000	1.000000
37	36	0.000000	2.000000
37	37	NO TIENE
37	38	0.000000	4.000000
37	39	0.000000	3.000000
37	40	0.000000	4.000000
37	41	0.000000	3.000000
37	42	0.005869	4.000000
38	0	0.000000	3.000000
38	1	0.000000	5.000000
38	2	0.005545	6.000000
38	3	0.000000	4.000000
38	4	0.000000	2.000000
38	5	0.003984	6.000000
38	6	0.000000	4.000000
38	7	0.003287	5.000000
38	8	0.000000	2.000000
38	9	0.000000	4.000000
38	10	0.000000	3.000000
38	11	0.000000	3.000000
38	12	0.000000	1.000000
38	13	0.000000	4.000000
38	14	0.000000	2.000000
38	15	0.000000	3.000000
38	16	0.000000	2.000000
38	17	0.000000	2.000000
38	18	0.002556	8.000000
38	19	0.000000	3.000000
38	20	0.000000	4.000000
38	21	0.004635	5.000000
38	22	0.003640	7.000000
38	23	0.003693	7.000000
38	24	0.000000	3.000000
38	25	0.005429	6.000000
38	26	0.003968	5.000000
38	27	0.000000	2.000000
38	28	0.000000	1.000000
38	29	0.000000	3.000000
38	30	0.000000	6.000000
38	31	0.000000	1.000000
38	32	0.004400	4.000000
38	33	0.002817	7.000000
38	34	0.000000	2.000000
38	35	0.000000	5.000000
38	36	0.000000	5.000000
38	37	0.000000	4.000000
38	38	NO TIENE
38	39	0.000000	3.000000
38	40	0.000000	1.000000
38	41	0.000000	4.000000
38	42	0.003938	4.000000
39	0	0.000000	4.000000
39	1	0.000000	4.000000
39	2	0.002178	4.000000
39	3	0.000000	3.000000
39	4	0.000000	2.000000
39	5	0.004255	4.000000
39	6	0.000000	1.000000
39	7	0.004605	4.000000
39	8	0.000000	1.000000
39	9	0.000000	3.000000
39	10	0.000000	3.000000
39	11	0.000000	2.000000
39	12	0.000000	3.000000
39	13	0.000000	5.000000
39	14	0.000000	5.000000
39	15	0.000000	2.000000
39	16	0.000000	3.000000
39	17	0.000000	3.000000
39	18	0.005459	6.000000
39	19	0.000000	4.000000
39	20	0.000000	3.000000
39	21	0.002504	3.000000
39	22	0.004335	5.000000
39	23	0.005933	5.000000
39	24	0.000000	5.000000
39	25	0.004337	3.000000
39	26	0.003225	2.000000
39	27	0.000000	3.000000
39	28	0.000000	4.000000
39	29	0.000000	1.000000
39	30	0.000000	3.000000
39	31	0.000000	4.000000
39	32	0.003647	3.000000
39	33	0.003927	5.000000
39	34	0.000000	1.000000
39	35	0.000000	2.000000
39	36	0.000000	2.000000
39	37	0.000000	3.000000
39	38	0.000000	3.000000
39	39	NO TIENE
39	40	0.000000	2.000000
39	41	0.000000	1.000000
39	42	0.005451	2.000000
40	0	0.000000	3.000000
40	1	0.000000	4.000000
40	2	0.004678	5.000000
40	3	0.000000	3.000000
40	4	0.000000	1.000000
40	5	0.003244	6.000000
40	6	0.000000	3.000000
40	7	0.005795	5.000000
40	8	0.000000	1.000000
40	9	0.000000	4.000000
40	10	0.000000	3.000000
40	11	0.000000	2.000000
40	12	0.000000	1.000000
40	13	0.000000	5.000000
40	14	0.000000	3.000000
40	15	0.000000	3.000000
40	16	0.000000	2.000000
40	17	0.000000	2.000000
40	18	0.004602	7.000000
40	19	0.000000	4.000000
40	20	0.000000	4.000000
40	21	0.003915	4.000000
40	22	0.003958	6.000000
40	23	0.003990	6.000000
40	24	0.000000	4.000000
40	25	0.003281	5.000000
40	26	0.003349	4.000000
40	27	0.000000	1.000000
40	28	0.000000	2.000000
40	29	0.000000	2.000000
40	30	0.000000	5.000000
40	31	0.000000	2.000000
40	32	0.002862	4.000000
40	33	0.004651	7.000000
40	34	0.000000	1.000000
40	35	0.000000	4.000000
40	36	0.000000	4.000000
40	37	0.000000	4.000000
40	38	0.000000	1.000000
40	39	0.000000	2.000000
40	40	NO TIENE
40	41	0.000000	3.000000
40	42	0.003934	3.000000
41	0	0.000000	5.000000
41	1	0.000000	3.000000
41	2	0.003288	4.000000
41	3	0.000000	2.000000
41	4	0.000000	3.000000
41	5	0.002165	4.000000
41	6	0.000000	1.000000
41	7	0.002898	4.000000
41	8	0.000000	2.000000
41	9	0.000000	4.000000
41	10	0.000000	2.000000
41	11	0.000000	1.000000
41	12	0.000000	4.000000
41	13	0.000000	6.000000
41	14	0.000000	6.000000
41	15	0.000000	3.000000
41	16	0.000000	4.000000
41	17	0.000000	2.000000
41	18	0.006033	6.000000
41	19	0.000363	5.000000
41	20	0.000000	4.000000
41	21	0.004603	3.000000
41	22	0.005300	5.000000
41	23	0.004620	5.000000
41	24	0.000000	6.000000
41	25	0.002553	3.000000
41	26	0.007299	2.000000
41	27	0.000000	3.000000
41	28	0.000000	3.000000
41	29	0.000000	2.000000
41	30	0.000000	3.000000
41	31	0.000000	5.000000
41	32	0.004963	4.000000
41	33	0.005455	5.000000
41	34	0.000000	2.000000
41	35	0.000000	2.000000
41	36	0.000000	1.000000
41	37	0.000000	3.000000
41	38	0.000000	4.000000
41	39	0.000000	1.000000
41	40	0.000000	3.000000
41	41	NO TIENE
41	42	0.004000	3.000000
42	0	0.000000	3.000000
42	1	0.005102	5.000000
42	2	0.000364	2.000000
42	3	0.005009	4.000000
42	4	0.003600	2.000000
42	5	0.000000	3.000000
42	6	0.006162	2.000000
42	7	0.000000	2.000000
42	8	0.005166	3.000000
42	9	0.000000	2.000000
42	10	0.003201	5.000000
42	11	0.005018	4.000000
42	12	0.005332	3.000000
42	13	0.002590	3.000000
42	14	0.004375	3.000000
42	15	0.000000	2.000000
42	16	0.000000	3.000000
42	17	0.004751	5.000000
42	18	0.000000	4.000000
42	19	0.003160	2.000000
42	20	0.000000	1.000000
42	21	0.000000	1.000000
42	22	0.000000	3.000000
42	23	0.000000	3.000000
42	24	0.003947	3.000000
42	25	0.000000	2.000000
42	26	0.000000	1.000000
42	27	0.005762	4.000000
42	28	0.003622	5.000000
42	29	0.006052	1.000000
42	30	0.003938	4.000000
42	31	0.005032	4.000000
42	32	0.000000	1.000000
42	33	0.000000	4.000000
42	34	0.004880	2.000000
42	35	0.006071	3.000000
42	36	0.006388	3.000000
42	37	0.003254	4.000000
42	38	0.002836	4.000000
42	39	0.006486	2.000000
42	40	0.005061	3.000000
42	41	0.004729	3.000000
42	42	NO TIENE
+++
RED:EuroCore.rut
********************************************************
********************************************************
Probablidad de Bloqueo por usuario con 3 Long. de Onda:
Probablidad de Bloqueo total de la Red: 0.012529
********************************************************
Origen	Destino	Prob.Bloqueo	Saltos
********************************************************
0	0	NO TIENE
0	1	0.000000	1.000000
0	2	0.024937	2.000000
0	3	0.046404	3.000000
0	4	0.050329	2.000000
0	5	0.024720	1.000000
0	6	0.000000	1.000000
0	7	0.024227	1.000000
0	8	0.024669	2.000000
0	9	0.024708	2.000000
0	10	0.024557	2.000000
1	0	0.000000	1.000000
1	1	NO TIENE
1	2	0.027533	1.000000
1	3	0.025003	2.000000
1	4	0.023939	1.000000
1	5	0.025412	2.000000
1	6	0.000000	1.000000
1	7	0.023997	1.000000
1	8	0.026803	2.000000
1	9	0.049282	2.000000
1	10	0.049024	2.000000
2	0	0.026149	2.000000
2	1	0.025496	1.000000
2	2	NO TIENE
2	3	0.022626	1.000000
2	4	0.000000	2.000000
2	5	0.047271	3.000000
2	6	0.025409	2.000000
2	7	0.000000	1.000000
2	8	0.000000	1.000000
2	9	0.024748	2.000000
2	10	0.045563	2.000000
3	0	0.046951	3.000000
3	1	0.022720	2.000000
3	2	0.021926	1.000000
3	3	NO TIENE
3	4	0.000000	1.000000
3	5	0.025678	2.000000
3	6	0.048355	2.000000
3	7	0.000000	2.000000
3	8	0.000000	1.000000
3	9	0.026095	2.000000
3	10	0.022057	1.000000
4	0	0.050035	2.000000
4	1	0.024811	1.000000
4	2	0.000000	2.000000
4	3	0.000000	1.000000
4	4	NO TIENE
4	5	0.024126	1.000000
4	6	0.047555	2.000000
4	7	0.049699	2.000000
4	8	0.000000	1.000000
4	9	0.048937	2.000000
4	10	0.023831	1.000000
5	0	0.023885	1.000000
5	1	0.026012	2.000000
5	2	0.047808	3.000000
5	3	0.024482	2.000000
5	4	0.024803	1.000000
5	5	NO TIENE
5	6	0.000000	1.000000
5	7	0.049630	2.000000
5	8	0.024823	2.000000
5	9	0.026070	2.000000
5	10	0.000000	1.000000
6	0	0.000000	1.000000
6	1	0.000000	1.000000
6	2	0.024100	2.000000
6	3	0.048699	2.000000
6	4	0.046814	2.000000
6	5	0.000000	1.000000
6	6	NO TIENE
6	7	0.024957	2.000000
6	8	0.049977	2.000000
6	9	0.024246	1.000000
6	10	0.022830	1.000000
7	0	0.023964	1.000000
7	1	0.024682	1.000000
7	2	0.000000	1.000000
7	3	0.000000	2.000000
7	4	0.048272	2.000000
7	5	0.047715	2.000000
7	6	0.024052	2.000000
7	7	NO TIENE
7	8	0.000000	1.000000
7	9	0.024187	1.000000
7	10	0.047244	2.000000
8	0	0.024242	2.000000
8	1	0.025839	2.000000
8	2	0.000000	1.000000
8	3	0.000000	1.000000
8	4	0.000000	1.000000
8	5	0.024381	2.000000
8	6	0.049260	2.000000
8	7	0.000000	1.000000
8	8	NO TIENE
8	9	0.022884	1.000000
8	10	0.048494	2.000000
9	0	0.024424	2.000000
9	1	0.050134	2.000000
9	2	0.023587	2.000000
9	3	0.026042	2.000000
9	4	0.045127	2.000000
9	5	0.026405	2.000000
9	6	0.024947	1.000000
9	7	0.024081	1.000000
9	8	0.023914	1.000000
9	9	NO TIENE
9	10	0.023211	1.000000
10	0	0.023493	2.000000
10	1	0.050007	2.000000
10	2	0.046667	2.000000
10	3	0.022034	1.000000
10	4	0.023918	1.000000
10	5	0.000000	1.000000
10	6	0.024734	1.000000
10	7	0.047261	2.000000
10	8	0.049279	2.000000
10	9	0.022938	1.000000
10	10	NO TIENE
+++
RED:ArpaNet.rut
********************************************************
********************************************************
Probablidad de Bloqueo por usuario con 17 Long. de Onda:
Probablidad de Bloqueo total de la Red: 0.001164
********************************************************
Origen	Destino	Prob.Bloqueo	Saltos
********************************************************
0	0	NO TIENE
0	1	0.000000	1.000000
0	2	0.000000	1.000000
0	3	0.000000	2.000000
0	4	0.000000	2.000000
0	5	0.000000	3.000000
0	6	0.000000	3.000000
0	7	0.003599	3.000000
0	8	0.002645	3.000000
0	9	0.003263	2.000000
0	10	0.002518	1.000000
0	11	0.005613	2.000000
0	12	0.005878	3.000000
0	13	0.007701	4.000000
0	14	0.006343	4.000000
0	15	0.005714	5.000000
0	16	0.006191	4.000000
0	17	0.005115	4.000000
0	18	0.006238	3.000000
0	19	0.006291	4.000000
1	0	0.000000	1.000000
1	1	NO TIENE
1	2	0.000000	1.000000
1	3	0.000000	1.000000
1	4	0.000000	2.000000
1	5	0.000000	2.000000
1	6	0.000000	3.000000
1	7	0.000304	3.000000
1	8	0.000769	4.000000
1	9	0.002934	3.000000
1	10	0.002520	2.000000
1	11	0.006539	3.000000
1	12	0.005423	4.000000
1	13	0.002721	5.000000
1	14	0.003717	4.000000
1	15	0.003030	5.000000
1	16	0.005703	5.000000
1	17	0.003271	5.000000
1	18	0.006491	4.000000
1	19	0.005368	5.000000
2	0	0.000000	1.000000
2	1	0.000000	1.000000
2	2	NO TIENE
2	3	0.000000	2.000000
2	4	0.000000	1.000000
2	5	0.000000	3.000000
2	6	0.000000	2.000000
2	7	0.000607	4.000000
2	8	0.000451	3.000000
2	9	0.002656	3.000000
2	10	0.003254	2.000000
2	11	0.005766	3.000000
2	12	0.006477	4.000000
2	13	0.006549	5.000000
2	14	0.004533	5.000000
2	15	0.003692	6.000000
2	16	0.005340	5.000000
2	17	0.003571	4.000000
2	18	0.006397	4.000000
2	19	0.004434	5.000000
3	0	0.000000	2.000000
3	1	0.000000	1.000000
3	2	0.000000	2.000000
3	3	NO TIENE
3	4	0.000000	1.000000
3	5	0.000000	1.000000
3	6	0.000000	2.000000
3	7	0.000229	2.000000
3	8	0.000743	3.000000
3	9	0.000153	3.000000
3	10	0.002957	3.000000
3	11	0.004583	4.000000
3	12	0.004438	5.000000
3	13	0.003423	4.000000
3	14	0.004432	3.000000
3	15	0.004601	4.000000
3	16	0.004637	5.000000
3	17	0.004397	4.000000
3	18	0.005787	5.000000
3	19	0.003563	5.000000
4	0	0.000000	2.000000
4	1	0.000000	2.000000
4	2	0.000000	1.000000
4	3	0.000000	1.000000
4	4	NO TIENE
4	5	0.000000	2.000000
4	6	0.000000	1.000000
4	7	0.000916	3.000000
4	8	0.000379	2.000000
4	9	0.000530	3.000000
4	10	0.002723	3.000000
4	11	0.007213	4.000000
4	12	0.006695	5.000000
4	13	0.003277	5.000000
4	14	0.003947	4.000000
4	15	0.003275	5.000000
4	16	0.003503	4.000000
4	17	0.002905	3.000000
4	18	0.002226	4.000000
4	19	0.004054	4.000000
5	0	0.000000	3.000000
5	1	0.000000	2.000000
5	2	0.000000	3.000000
5	3	0.000000	1.000000
5	4	0.000000	2.000000
5	5	NO TIENE
5	6	0.000000	1.000000
5	7	0.000151	1.000000
5	8	0.000534	2.000000
5	9	0.000525	2.000000
5	10	0.000534	3.000000
5	11	0.003321	4.000000
5	12	0.003425	4.000000
5	13	0.003322	3.000000
5	14	0.003484	2.000000
5	15	0.003491	3.000000
5	16	0.003525	4.000000
5	17	0.002267	3.000000
5	18	0.004579	4.000000
5	19	0.003738	4.000000
6	0	0.000000	3.000000
6	1	0.000000	3.000000
6	2	0.000000	2.000000
6	3	0.000000	2.000000
6	4	0.000000	1.000000
6	5	0.000000	1.000000
6	6	NO TIENE
6	7	0.000458	2.000000
6	8	0.000380	1.000000
6	9	0.000459	2.000000
6	10	0.000764	3.000000
6	11	0.003637	4.000000
6	12	0.004580	4.000000
6	13	0.004007	4.000000
6	14	0.003495	3.000000
6	15	0.003194	4.000000
6	16	0.003522	3.000000
6	17	0.004628	2.000000
6	18	0.003718	3.000000
6	19	0.005360	3.000000
7	0	0.002942	3.000000
7	1	0.000756	3.000000
7	2	0.000228	4.000000
7	3	0.000531	2.000000
7	4	0.000837	3.000000
7	5	0.000382	1.000000
7	6	0.000608	2.000000
7	7	NO TIENE
7	8	0.000000	1.000000
7	9	0.000000	1.000000
7	10	0.000000	2.000000
7	11	0.002938	3.000000
7	12	0.003831	3.000000
7	13	0.003963	2.000000
7	14	0.003490	1.000000
7	15	0.003259	2.000000
7	16	0.002895	3.000000
7	17	0.002814	2.000000
7	18	0.003865	3.000000
7	19	0.003493	3.000000
8	0	0.003169	3.000000
8	1	0.000226	4.000000
8	2	0.000836	3.000000
8	3	0.000458	3.000000
8	4	0.000523	2.000000
8	5	0.000530	2.000000
8	6	0.000226	1.000000
8	7	0.000000	1.000000
8	8	NO TIENE
8	9	0.000000	1.000000
8	10	0.000000	2.000000
8	11	0.003269	3.000000
8	12	0.002499	3.000000
8	13	0.002814	3.000000
8	14	0.002726	2.000000
8	15	0.002987	3.000000
8	16	0.003328	2.000000
8	17	0.003737	1.000000
8	18	0.005532	2.000000
8	19	0.003578	2.000000
9	0	0.002955	2.000000
9	1	0.002880	3.000000
9	2	0.003272	3.000000
9	3	0.000454	3.000000
9	4	0.000377	3.000000
9	5	0.000613	2.000000
9	6	0.000306	2.000000
9	7	0.000000	1.000000
9	8	0.000000	1.000000
9	9	NO TIENE
9	10	0.000000	1.000000
9	11	0.003857	2.000000
9	12	0.002277	3.000000
9	13	0.003005	3.000000
9	14	0.003177	2.000000
9	15	0.003543	3.000000
9	16	0.002950	3.000000
9	17	0.003872	2.000000
9	18	0.002954	3.000000
9	19	0.004041	3.000000
10	0	0.003009	1.000000
10	1	0.003270	2.000000
10	2	0.003088	2.000000
10	3	0.002955	3.000000
10	4	0.003396	3.000000
10	5	0.000454	3.000000
10	6	0.000530	3.000000
10	7	0.000000	2.000000
10	8	0.000000	2.000000
10	9	0.000000	1.000000
10	10	NO TIENE
10	11	0.002345	1.000000
10	12	0.003819	2.000000
10	13	0.002415	3.000000
10	14	0.003342	3.000000
10	15	0.003096	4.000000
10	16	0.003104	3.000000
10	17	0.003579	3.000000
10	18	0.002732	2.000000
10	19	0.002718	3.000000
11	0	0.005538	2.000000
11	1	0.005366	3.000000
11	2	0.004840	3.000000
11	3	0.005576	4.000000
11	4	0.005482	4.000000
11	5	0.004137	4.000000
11	6	0.003961	4.000000
11	7	0.002135	3.000000
11	8	0.002955	3.000000
11	9	0.002125	2.000000
11	10	0.002570	1.000000
11	11	NO TIENE
11	12	0.000000	1.000000
11	13	0.000000	2.000000
11	14	0.000000	3.000000
11	15	0.000075	3.000000
11	16	0.000000	2.000000
11	17	0.000000	2.000000
11	18	0.000000	1.000000
11	19	0.000000	2.000000
12	0	0.006961	3.000000
12	1	0.005568	4.000000
12	2	0.005314	4.000000
12	3	0.004676	5.000000
12	4	0.006369	5.000000
12	5	0.003260	4.000000
12	6	0.003132	4.000000
12	7	0.003412	3.000000
12	8	0.003146	3.000000
12	9	0.002357	3.000000
12	10	0.002661	2.000000
12	11	0.000000	1.000000
12	12	NO TIENE
12	13	0.000000	1.000000
12	14	0.000000	2.000000
12	15	0.000000	2.000000
12	16	0.000000	1.000000
12	17	0.000000	2.000000
12	18	0.000000	2.000000
12	19	0.000000	3.000000
13	0	0.004676	4.000000
13	1	0.004177	5.000000
13	2	0.006150	5.000000
13	3	0.004102	4.000000
13	4	0.003406	5.000000
13	5	0.003707	3.000000
13	6	0.003345	4.000000
13	7	0.003785	2.000000
13	8	0.003396	3.000000
13	9	0.002820	3.000000
13	10	0.002290	3.000000
13	11	0.000000	2.000000
13	12	0.000000	1.000000
13	13	NO TIENE
13	14	0.000000	1.000000
13	15	0.000000	1.000000
13	16	0.000000	2.000000
13	17	0.000000	3.000000
13	18	0.000000	3.000000
13	19	0.000000	4.000000
14	0	0.007020	4.000000
14	1	0.003593	4.000000
14	2	0.004339	5.000000
14	3	0.003888	3.000000
14	4	0.004839	4.000000
14	5	0.004290	2.000000
14	6	0.003913	3.000000
14	7	0.003885	1.000000
14	8	0.002809	2.000000
14	9	0.003162	2.000000
14	10	0.003405	3.000000
14	11	0.000000	3.000000
14	12	0.000000	2.000000
14	13	0.000000	1.000000
14	14	NO TIENE
14	15	0.000000	1.000000
14	16	0.000000	2.000000
14	17	0.000000	3.000000
14	18	0.000000	4.000000
14	19	0.000000	4.000000
15	0	0.007131	5.000000
15	1	0.004749	5.000000
15	2	0.004356	6.000000
15	3	0.004088	4.000000
15	4	0.004608	5.000000
15	5	0.004079	3.000000
15	6	0.004685	4.000000
15	7	0.004308	2.000000
15	8	0.002933	3.000000
15	9	0.003254	3.000000
15	10	0.002711	4.000000
15	11	0.000000	3.000000
15	12	0.000000	2.000000
15	13	0.000000	1.000000
15	14	0.000000	1.000000
15	15	NO TIENE
15	16	0.000000	1.000000
15	17	0.000000	2.000000
15	18	0.000000	3.000000
15	19	0.000000	3.000000
16	0	0.006023	4.000000
16	1	0.005635	5.000000
16	2	0.006078	5.000000
16	3	0.003354	5.000000
16	4	0.004873	4.000000
16	5	0.003352	4.000000
16	6	0.002799	3.000000
16	7	0.004190	3.000000
16	8	0.002809	2.000000
16	9	0.002576	3.000000
16	10	0.002819	3.000000
16	11	0.000000	2.000000
16	12	0.000000	1.000000
16	13	0.000000	2.000000
16	14	0.000000	2.000000
16	15	0.000000	1.000000
16	16	NO TIENE
16	17	0.000000	1.000000
16	18	0.000000	2.000000
16	19	0.000000	2.000000
17	0	0.006632	4.000000
17	1	0.004051	5.000000
17	2	0.003870	4.000000
17	3	0.003139	4.000000
17	4	0.003433	3.000000
17	5	0.004473	3.000000
17	6	0.004143	2.000000
17	7	0.003264	2.000000
17	8	0.003345	1.000000
17	9	0.003743	2.000000
17	10	0.002987	3.000000
17	11	0.000000	2.000000
17	12	0.000000	2.000000
17	13	0.000000	3.000000
17	14	0.000000	3.000000
17	15	0.000000	2.000000
17	16	0.000000	1.000000
17	17	NO TIENE
17	18	0.000000	1.000000
17	19	0.000000	1.000000
18	0	0.005567	3.000000
18	1	0.005611	4.000000
18	2	0.005071	4.000000
18	3	0.005787	5.000000
18	4	0.003273	4.000000
18	5	0.003413	4.000000
18	6	0.002271	3.000000
18	7	0.002654	3.000000
18	8	0.002887	2.000000
18	9	0.003688	3.000000
18	10	0.002122	2.000000
18	11	0.000000	1.000000
18	12	0.000000	2.000000
18	13	0.000000	3.000000
18	14	0.000000	4.000000
18	15	0.000000	3.000000
18	16	0.000000	2.000000
18	17	0.000000	1.000000
18	18	NO TIENE
18	19	0.000000	1.000000
19	0	0.006879	4.000000
19	1	0.006001	5.000000
19	2	0.004375	5.000000
19	3	0.004154	5.000000
19	4	0.003491	4.000000
19	5	0.004168	4.000000
19	6	0.004100	3.000000
19	7	0.002879	3.000000
19	8	0.002365	2.000000
19	9	0.002984	3.000000
19	10	0.002813	3.000000
19	11	0.000000	2.000000
19	12	0.000000	3.000000
19	13	0.000000	4.000000
19	14	0.000000	4.000000
19	15	0.000000	3.000000
19	16	0.000000	2.000000
19	17	0.000000	1.000000
19	18	0.000000	1.000000
19	19	NO TIENE
+++
RED:EON.rut
********************************************************
********************************************************
Probablidad de Bloqueo por usuario con 10 Long. de Onda:
Probablidad de Bloqueo total de la Red: 0.002872
********************************************************
Origen	Destino	Prob.Bloqueo	Saltos
********************************************************
0	0	NO TIENE
0	1	0.000000	1.000000
0	2	0.008667	2.000000
0	3	0.007171	2.000000
0	4	0.009013	1.000000
0	5	0.009486	2.000000
0	6	0.009070	2.000000
0	7	0.007754	3.000000
0	8	0.014388	3.000000
0	9	0.008114	3.000000
0	10	0.024715	4.000000
0	11	0.009723	3.000000
0	12	0.011014	3.000000
0	13	0.010980	2.000000
0	14	0.012923	2.000000
0	15	0.015209	3.000000
0	16	0.019488	4.000000
0	17	0.009624	3.000000
0	18	0.024116	5.000000
0	19	0.017826	3.000000
1	0	0.000000	1.000000
1	1	NO TIENE
1	2	0.007109	2.000000
1	3	0.007442	1.000000
1	4	0.008493	2.000000
1	5	0.007829	2.000000
1	6	0.008769	3.000000
1	7	0.008393	3.000000
1	8	0.017781	2.000000
1	9	0.008402	2.000000
1	10	0.025838	3.000000
1	11	0.007226	3.000000
1	12	0.010579	4.000000
1	13	0.011317	3.000000
1	14	0.011183	3.000000
1	15	0.014572	4.000000
1	16	0.023021	3.000000
1	17	0.010519	4.000000
1	18	0.020349	4.000000
1	19	0.015760	4.000000
2	0	0.009729	2.000000
2	1	0.007472	2.000000
2	2	NO TIENE
2	3	0.000000	1.000000
2	4	0.000000	1.000000
2	5	0.000000	2.000000
2	6	0.000000	2.000000
2	7	0.000000	3.000000
2	8	0.006699	2.000000
2	9	0.000000	2.000000
2	10	0.015686	3.000000
2	11	0.000000	3.000000
2	12	0.002884	3.000000
2	13	0.002586	2.000000
2	14	0.004551	2.000000
2	15	0.007741	3.000000
2	16	0.013062	3.000000
2	17	0.003633	3.000000
2	18	0.016178	4.000000
2	19	0.010125	3.000000
3	0	0.007909	2.000000
3	1	0.008678	1.000000
3	2	0.000000	1.000000
3	3	NO TIENE
3	4	0.000000	1.000000
3	5	0.000000	1.000000
3	6	0.000000	2.000000
3	7	0.000000	2.000000
3	8	0.008778	1.000000
3	9	0.000000	1.000000
3	10	0.014737	2.000000
3	11	0.000000	2.000000
3	12	0.003052	3.000000
3	13	0.002483	2.000000
3	14	0.005723	2.000000
3	15	0.000299	3.000000
3	16	0.013326	2.000000
3	17	0.002530	3.000000
3	18	0.015773	3.000000
3	19	0.007438	3.000000
4	0	0.009196	1.000000
4	1	0.008808	2.000000
4	2	0.000000	1.000000
4	3	0.000000	1.000000
4	4	NO TIENE
4	5	0.000000	1.000000
4	6	0.000000	1.000000
4	7	0.000000	2.000000
4	8	0.007703	2.000000
4	9	0.000076	2.000000
4	10	0.015853	3.000000
4	11	0.000226	2.000000
4	12	0.003555	2.000000
4	13	0.001925	1.000000
4	14	0.005435	1.000000
4	15	0.007837	2.000000
4	16	0.011211	3.000000
4	17	0.003401	2.000000
4	18	0.014722	4.000000
4	19	0.007905	2.000000
5	0	0.008254	2.000000
5	1	0.007870	2.000000
5	2	0.000000	2.000000
5	3	0.000000	1.000000
5	4	0.000000	1.000000
5	5	NO TIENE
