+++
RED:UKNet.rut
********************************************************
********************************************************
Probablidad de Bloqueo por usuario con 12 Long. de Onda:
Probablidad de Bloqueo total de la Red: 0.001364
********************************************************
Origen	Destino	Prob.Bloqueo	Saltos
11	29	0.000000	3.000000
11	30	0.000000	3.000000
11	31	0.000000	4.000000
11	32	0.004930	5.000000
11	33	0.006459	6.000000
11	34	0.000000	2.000000
11	35	0.000000	3.000000
11	36	0.000000	2.000000
11	37	0.000000	2.000000
11	38	0.000000	3.000000
11	39	0.000000	2.000000
11	40	0.000000	2.000000
11	41	0.000000	1.000000
11	42	0.003240	4.000000
12	0	0.000000	2.000000
12	1	0.000000	5.000000
12	2	0.004722	5.000000
12	3	0.000000	4.000000
12	4	0.000000	1.000000
12	5	0.000000	6.000000
12	6	0.000000	3.000000
12	7	0.000000	5.000000
12	8	0.000000	2.000000
12	9	0.000000	3.000000
12	10	0.000000	4.000000
12	11	0.000000	3.000000
12	12	NO TIENE
12	13	0.000000	4.000000
12	14	0.000000	2.000000
12	15	0.000000	2.000000
12	16	0.000000	1.000000
12	17	0.000000	3.000000
12	18	0.006229	7.000000
12	19	0.000000	3.000000
12	20	0.000000	3.000000
12	21	0.003733	4.000000
12	22	0.004289	6.000000
12	23	0.006887	6.000000
12	24	0.000000	3.000000
12	25	0.003222	5.000000
12	26	0.003505	4.000000
12	27	0.000000	2.000000
12	28	0.000000	2.000000
12	29	0.000000	2.000000
12	30	0.000000	5.000000
12	31	0.000000	1.000000
12	32	0.000000	4.000000
12	33	0.002918	7.000000
12	34	0.000000	2.000000
12	35	0.000000	4.000000
12	36	0.000000	4.000000
12	37	0.000000	5.000000
12	38	0.000000	1.000000
12	39	0.000000	3.000000
12	40	0.000000	1.000000
12	41	0.000000	4.000000
12	42	0.004342	3.000000
13	0	0.000000	2.000000
13	1	0.016654	7.000000
13	2	0.004254	4.000000
13	3	0.000000	7.000000
13	4	0.000000	4.000000
13	5	0.002159	4.000000
13	6	0.000000	5.000000
13	7	0.003611	3.000000
13	8	0.000000	6.000000
13	9	0.000000	2.000000
13	10	0.000000	7.000000
13	11	0.000000	7.000000
13	12	0.000000	4.000000
13	13	NO TIENE
13	14	0.000000	2.000000
13	15	0.000000	3.000000
13	16	0.000000	3.000000
13	17	0.000000	6.000000
13	18	0.004708	6.000000
13	19	0.000000	1.000000
13	20	0.000000	3.000000
13	21	0.002175	3.000000
13	22	0.004420	5.000000
13	23	0.001812	5.000000
13	24	0.000000	1.000000
13	25	0.005425	4.000000
13	26	0.003234	4.000000
13	27	0.000000	6.000000
13	28	0.000000	5.000000
13	29	0.000363	4.000000
13	30	0.017951	6.000000
13	31	0.000000	3.000000
13	32	0.003917	2.000000
13	33	0.003984	5.000000
13	34	0.000000	5.000000
13	35	0.014801	5.000000
13	36	0.000000	6.000000
13	37	0.013192	6.000000
13	38	0.000000	4.000000
13	39	0.000000	5.000000
13	40	0.000000	5.000000
13	41	0.000000	6.000000
13	42	0.003584	3.000000
14	0	0.000000	2.000000
14	1	0.000000	7.000000
14	2	0.002483	4.000000
14	3	0.000000	6.000000
14	4	0.000000	3.000000
14	5	0.001835	4.000000
14	6	0.000000	5.000000
14	7	0.005069	3.000000
14	8	0.000000	4.000000
14	9	0.000000	2.000000
14	10	0.000000	5.000000
14	11	0.000000	5.000000
14	12	0.000000	2.000000
14	13	0.000000	2.000000
14	14	NO TIENE
14	15	0.000000	3.000000
14	16	0.000000	3.000000
14	17	0.000000	4.000000
14	18	0.001816	6.000000
14	19	0.000000	1.000000
14	20	0.000000	3.000000
14	21	0.003323	3.000000
14	22	0.004357	5.000000
14	23	0.003943	5.000000
14	24	0.000000	1.000000
14	25	0.002498	4.000000
14	26	0.003938	4.000000
14	27	0.000000	4.000000
14	28	0.000000	3.000000
14	29	0.000000	4.000000
14	30	0.014306	6.000000
14	31	0.000000	1.000000
14	32	0.002949	2.000000
14	33	0.001443	5.000000
14	34	0.000000	4.000000
14	35	0.016316	5.000000
14	36	0.000000	6.000000
14	37	0.000000	6.000000
14	38	0.000000	2.000000
14	39	0.000000	5.000000
14	40	0.000000	3.000000
14	41	0.000000	6.000000
14	42	0.002182	3.000000
15	0	0.000000	2.000000
15	1	0.000000	5.000000
15	2	0.000000	4.000000
15	3	0.000000	4.000000
15	4	0.000000	2.000000
15	5	0.000000	4.000000
15	6	0.000000	2.000000
15	7	0.000000	3.000000
15	8	0.000000	3.000000
15	9	0.000000	1.000000
15	10	0.000366	5.000000
15	11	0.000000	4.000000
15	12	0.000000	2.000000
15	13	0.000000	3.000000
15	14	0.000000	3.000000
15	15	NO TIENE
15	16	0.000000	1.000000
15	17	0.000000	5.000000
15	18	0.000000	6.000000
15	19	0.000000	2.000000
15	20	0.000000	1.000000
15	21	0.000000	3.000000
15	22	0.000000	5.000000
15	23	0.000725	5.000000
15	24	0.000000	3.000000
15	25	0.000000	4.000000
15	26	0.000000	3.000000
15	27	0.000000	4.000000
15	28	0.000000	4.000000
15	29	0.000000	1.000000
15	30	0.000000	4.000000
15	31	0.000000	3.000000
15	32	0.000000	2.000000
15	33	0.000000	5.000000
15	34	0.000000	2.000000
15	35	0.000362	3.000000
15	36	0.000000	3.000000
15	37	0.000000	4.000000
15	38	0.000000	3.000000
15	39	0.000000	2.000000
15	40	0.000000	3.000000
15	41	0.000000	3.000000
15	42	0.000000	2.000000
16	0	0.000000	1.000000
16	1	0.000000	6.000000
16	2	0.000000	5.000000
16	3	0.000000	5.000000
16	4	0.000000	1.000000
16	5	0.000000	5.000000
16	6	0.000000	3.000000
16	7	0.000000	4.000000
16	8	0.000000	3.000000
16	9	0.000000	2.000000
16	10	0.000000	5.000000
16	11	0.000000	4.000000
16	12	0.000000	1.000000
16	13	0.000000	3.000000
16	14	0.000000	3.000000
16	15	0.000000	1.000000
16	16	NO TIENE
16	17	0.000000	4.000000
16	18	0.000000	7.000000
16	19	0.000000	2.000000
16	20	0.000000	2.000000
16	21	0.000000	4.000000
16	22	0.000000	6.000000
16	23	0.000000	6.000000
16	24	0.000000	3.000000
16	25	0.000000	5.000000
16	26	0.000000	4.000000
16	27	0.000000	3.000000
16	28	0.000000	3.000000
16	29	0.000000	2.000000
16	30	0.000000	5.000000
16	31	0.000000	2.000000
16	32	0.000000	3.000000
16	33	0.000000	6.000000
16	34	0.000000	2.000000
16	35	0.000000	4.000000
16	36	0.000000	4.000000
16	37	0.000000	5.000000
16	38	0.000000	2.000000
16	39	0.000000	3.000000
16	40	0.000000	2.000000
16	41	0.000000	4.000000
16	42	0.000000	3.000000
17	0	0.000000	5.000000
17	1	0.000000	3.000000
17	2	0.011470	5.000000
17	3	0.000000	2.000000
17	4	0.000000	3.000000
17	5	0.010542	5.000000
17	6	0.000000	3.000000
17	7	0.004329	6.000000
17	8	0.000000	2.000000
17	9	0.000000	6.000000
17	10	0.000000	1.000000
17	11	0.000000	1.000000
17	12	0.000000	3.000000
17	13	0.000000	6.000000
17	14	0.000000	4.000000
17	15	0.000000	5.000000
17	16	0.000000	4.000000
17	17	NO TIENE
17	18	0.016550	7.000000
17	19	0.000000	5.000000
17	20	0.000000	6.000000
17	21	0.004364	5.000000
17	22	0.015451	6.000000
17	23	0.009797	6.000000
17	24	0.000000	5.000000
17	25	0.011335	4.000000
17	26	0.003930	4.000000
17	27	0.000000	1.000000
17	28	0.000000	1.000000
17	29	0.000000	4.000000
17	30	0.000000	4.000000
17	31	0.000000	3.000000
17	32	0.003550	6.000000
17	33	0.011866	6.000000
17	34	0.000000	3.000000
17	35	0.000000	3.000000
17	36	0.000000	3.000000
17	37	0.000000	2.000000
17	38	0.000000	2.000000
17	39	0.000000	3.000000
17	40	0.000000	2.000000
17	41	0.000000	2.000000
17	42	0.004675	5.000000
18	0	0.000000	6.000000
18	1	0.015429	6.000000
18	2	0.000000	2.000000
18	3	0.012640	6.000000
18	4	0.004693	6.000000
18	5	0.000000	2.000000
18	6	0.006783	5.000000
18	7	0.000000	3.000000
18	8	0.005690	7.000000
18	9	0.000000	5.000000
18	10	0.009363	6.000000
18	11	0.010557	7.000000
18	12	0.005478	7.000000
18	13	0.001067	6.000000
18	14	0.003655	6.000000
18	15	0.000000	6.000000
18	16	0.000000	7.000000
18	17	0.010160	7.000000
18	18	NO TIENE
18	19	0.002885	5.000000
18	20	0.000000	5.000000
18	21	0.000718	3.000000
18	22	0.000000	1.000000
18	23	0.000000	1.000000
18	24	0.003589	6.000000
18	25	0.000000	3.000000
18	26	0.000000	4.000000
18	27	0.003901	8.000000
18	28	0.007603	8.000000
18	29	0.005325	5.000000
18	30	0.014120	5.000000
18	31	0.003196	7.000000
18	32	0.000000	4.000000
18	33	0.000000	1.000000
18	34	0.003731	6.000000
18	35	0.012411	4.000000
18	36	0.002144	6.000000
18	37	0.010043	5.000000
18	38	0.007394	8.000000
18	39	0.002918	6.000000
18	40	0.005755	7.000000
18	41	0.007123	6.000000
18	42	0.000368	4.000000
19	0	0.000000	1.000000
19	1	0.019134	6.000000
19	2	0.005007	3.000000
19	3	0.000000	6.000000
19	4	0.000000	3.000000
19	5	0.005084	3.000000
19	6	0.000000	4.000000
19	7	0.003970	2.000000
19	8	0.000000	5.000000
19	9	0.000000	1.000000
19	10	0.000000	6.000000
19	11	0.000000	6.000000
19	12	0.000000	3.000000
19	13	0.000000	1.000000
19	14	0.000000	1.000000
19	15	0.000000	2.000000
19	16	0.000000	2.000000
19	17	0.000000	5.000000
19	18	0.003269	5.000000
19	19	NO TIENE
19	20	0.000000	2.000000
19	21	0.003578	2.000000
19	22	0.005178	4.000000
19	23	0.003843	4.000000
19	24	0.000000	1.000000
19	25	0.003588	3.000000
19	26	0.002540	3.000000
19	27	0.000000	5.000000
19	28	0.000000	4.000000
19	29	0.000000	3.000000
19	30	0.016346	5.000000
19	31	0.000000	2.000000
19	32	0.002154	1.000000
19	33	0.006606	4.000000
19	34	0.000000	4.000000
19	35	0.017456	4.000000
19	36	0.000000	5.000000
19	37	0.018315	5.000000
19	38	0.000000	3.000000
19	39	0.000367	4.000000
19	40	0.000000	4.000000
19	41	0.000000	5.000000
19	42	0.003331	2.000000
20	0	0.000000	2.000000
20	1	0.000000	6.000000
20	2	0.000000	3.000000
20	3	0.000000	5.000000
20	4	0.000000	3.000000
20	5	0.000000	3.000000
20	6	0.000000	3.000000
20	7	0.000000	2.000000
20	8	0.000000	4.000000
20	9	0.000000	1.000000
20	10	0.000355	6.000000
20	11	0.000000	5.000000
20	12	0.000000	3.000000
20	13	0.000000	3.000000
20	14	0.000000	3.000000
20	15	0.000000	1.000000
20	16	0.000000	2.000000
20	17	0.000000	6.000000
20	18	0.000000	5.000000
20	19	0.000000	2.000000
20	20	NO TIENE
20	21	0.000000	2.000000
20	22	0.000000	4.000000
20	23	0.000000	4.000000
20	24	0.000000	3.000000
20	25	0.000000	3.000000
20	26	0.000000	2.000000
20	27	0.000000	5.000000
20	28	0.000000	5.000000
20	29	0.000000	2.000000
20	30	0.000368	5.000000
20	31	0.000000	4.000000
20	32	0.000000	1.000000
20	33	0.000000	4.000000
20	34	0.000362	3.000000
20	35	0.000000	4.000000
20	36	0.000359	4.000000
20	37	0.000351	5.000000
20	38	0.000000	4.000000
20	39	0.000000	3.000000
20	40	0.000000	4.000000
20	41	0.000356	4.000000
20	42	0.000000	1.000000
21	0	0.000000	3.000000
21	1	0.011405	4.000000
21	2	0.000360	1.000000
21	3	0.004645	4.000000
21	4	0.004966	3.000000
21	5	0.000000	2.000000
21	6	0.004748	2.000000
21	7	0.000000	1.000000
21	8	0.004739	4.000000
21	9	0.000000	2.000000
21	10	0.010530	4.000000
21	11	0.003249	4.000000
21	12	0.004258	4.000000
21	13	0.004729	3.000000
21	14	0.005040	3.000000
21	15	0.000000	3.000000
21	16	0.000000	4.000000
21	17	0.005433	5.000000
21	18	0.000000	3.000000
21	19	0.002520	2.000000
21	20	0.000000	2.000000
21	21	NO TIENE
21	22	0.000000	2.000000
21	23	0.001095	2.000000
21	24	0.004267	3.000000
21	25	0.000000	1.000000
21	26	0.000000	1.000000
21	27	0.003335	5.000000
21	28	0.005453	6.000000
21	29	0.001409	2.000000
21	30	0.009961	3.000000
21	31	0.005848	4.000000
21	32	0.000000	1.000000
21	33	0.000000	3.000000
21	34	0.004022	3.000000
21	35	0.011392	2.000000
21	36	0.005365	3.000000
21	37	0.012017	3.000000
21	38	0.005082	5.000000
21	39	0.006652	3.000000
21	40	0.003621	4.000000
21	41	0.005735	3.000000
21	42	0.000000	1.000000
22	0	0.000000	5.000000
22	1	0.009256	5.000000
22	2	0.000000	1.000000
22	3	0.008285	5.000000
22	4	0.004714	5.000000
22	5	0.000000	1.000000
22	6	0.005459	4.000000
22	7	0.000000	2.000000
22	8	0.006098	6.000000
22	9	0.000000	4.000000
22	10	0.009811	5.000000
22	11	0.003922	6.000000
22	12	0.004683	6.000000
22	13	0.004844	5.000000
22	14	0.002176	5.000000
22	15	0.000000	5.000000
22	16	0.000000	6.000000
22	17	0.015102	6.000000
22	18	0.000000	1.000000
22	19	0.002174	4.000000
22	20	0.000000	4.000000
22	21	0.000368	2.000000
22	22	NO TIENE
22	23	0.000000	1.000000
22	24	0.002473	5.000000
22	25	0.000000	2.000000
22	26	0.000000	3.000000
22	27	0.005096	7.000000
22	28	0.010193	7.000000
22	29	0.005376	4.000000
22	30	0.011552	4.000000
22	31	0.003583	6.000000
22	32	0.000000	3.000000
22	33	0.000000	1.000000
22	34	0.004995	5.000000
22	35	0.012903	3.000000
22	36	0.005350	5.000000
22	37	0.013940	4.000000
22	38	0.003240	7.000000
22	39	0.005820	5.000000
22	40	0.006266	6.000000
22	41	0.005476	5.000000
22	42	0.000000	3.000000
23	0	0.000000	5.000000
23	1	0.011486	5.000000
23	2	0.000000	1.000000
23	3	0.011852	5.000000
23	4	0.006620	5.000000
23	5	0.000000	2.000000
23	6	0.005827	4.000000
23	7	0.000000	3.000000
23	8	0.004301	6.000000
23	9	0.000000	4.000000
23	10	0.011179	5.000000
23	11	0.003901	6.000000
23	12	0.004394	6.000000
23	13	0.004264	5.000000
23	14	0.004056	5.000000
23	15	0.000000	5.000000
23	16	0.000704	6.000000
23	17	0.010776	6.000000
23	18	0.000000	1.000000
23	19	0.004300	4.000000
23	20	0.000000	4.000000
23	21	0.000000	2.000000
23	22	0.000000	1.000000
23	23	NO TIENE
23	24	0.006783	5.000000
23	25	0.000000	2.000000
23	26	0.000000	3.000000
23	27	0.006482	7.000000
23	28	0.014942	7.000000
23	29	0.002881	4.000000
23	30	0.010043	4.000000
23	31	0.002151	6.000000
23	32	0.000723	3.000000
23	33	0.000000	2.000000
23	34	0.006018	5.000000
23	35	0.011499	3.000000
23	36	0.004758	5.000000
23	37	0.014434	4.000000
23	38	0.001824	7.000000
23	39	0.003947	5.000000
23	40	0.003586	6.000000
23	41	0.005197	5.000000
23	42	0.000358	3.000000
24	0	0.000000	2.000000
24	1	0.012509	7.000000
24	2	0.003235	4.000000
24	3	0.000000	7.000000
24	4	0.000000	4.000000
24	5	0.002930	4.000000
24	6	0.000000	5.000000
24	7	0.001815	3.000000
24	8	0.000000	5.000000
24	9	0.000000	2.000000
24	10	0.000000	6.000000
24	11	0.000000	6.000000
24	12	0.000000	3.000000
24	13	0.000000	1.000000
24	14	0.000000	1.000000
24	15	0.000000	3.000000
24	16	0.000000	3.000000
24	17	0.000000	5.000000
24	18	0.005415	6.000000
24	19	0.000000	1.000000
24	20	0.000000	3.000000
24	21	0.002828	3.000000
24	22	0.002531	5.000000
24	23	0.004335	5.000000
24	24	NO TIENE
24	25	0.001840	4.000000
24	26	0.002515	4.000000
24	27	0.000000	5.000000
24	28	0.000000	4.000000
24	29	0.000000	4.000000
24	30	0.018712	6.000000
24	31	0.000000	2.000000
24	32	0.003264	2.000000
24	33	0.003212	5.000000
24	34	0.000000	5.000000
24	35	0.015681	5.000000
24	36	0.000713	6.000000
24	37	0.012217	6.000000
24	38	0.000000	3.000000
24	39	0.000000	5.000000
24	40	0.000000	4.000000
24	41	0.000000	6.000000
24	42	0.002874	3.000000
25	0	0.000000	4.000000
25	1	0.011603	3.000000
25	2	0.000000	1.000000
25	3	0.008059	3.000000
25	4	0.004213	4.000000
25	5	0.000000	1.000000
25	6	0.005521	2.000000
25	7	0.000000	2.000000
25	8	0.003544	4.000000
25	9	0.000000	3.000000
25	10	0.010593	3.000000
25	11	0.007897	4.000000
25	12	0.003683	5.000000
25	13	0.004009	4.000000
25	14	0.003310	4.000000
25	15	0.000000	4.000000
25	16	0.000000	5.000000
25	17	0.012778	4.000000
25	18	0.000000	3.000000
25	19	0.003551	3.000000
25	20	0.000000	3.000000
25	21	0.000000	1.000000
25	22	0.000000	2.000000
25	23	0.000000	2.000000
25	24	0.002899	4.000000
25	25	NO TIENE
25	26	0.000000	1.000000
25	27	0.010496	5.000000
25	28	0.012636	5.000000
25	29	0.003240	3.000000
25	30	0.011289	2.000000
25	31	0.002170	5.000000
25	32	0.000000	2.000000
25	33	0.000000	2.000000
25	34	0.005295	4.000000
25	35	0.018512	1.000000
25	36	0.005449	3.000000
25	37	0.008890	2.000000
25	38	0.003961	6.000000
25	39	0.004323	3.000000
25	40	0.003206	5.000000
25	41	0.005919	3.000000
25	42	0.000000	2.000000
26	0	0.000000	4.000000
26	1	0.001056	4.000000
26	2	0.000000	2.000000
26	3	0.004353	3.000000
26	4	0.005624	3.000000
26	5	0.000000	2.000000
26	6	0.003951	1.000000
26	7	0.000000	2.000000
26	8	0.007120	3.000000
26	9	0.000000	3.000000
26	10	0.004375	4.000000
26	11	0.004605	3.000000
26	12	0.004076	4.000000
26	13	0.003270	4.000000
26	14	0.003217	4.000000
26	15	0.000000	3.000000
26	16	0.000000	4.000000
26	17	0.004295	4.000000
26	18	0.000000	4.000000
26	19	0.004239	3.000000
26	20	0.000000	2.000000
26	21	0.000000	1.000000
26	22	0.000000	3.000000
26	23	0.000000	3.000000
26	24	0.004274	4.000000
26	25	0.000000	1.000000
26	26	NO TIENE
26	27	0.005513	5.000000
26	28	0.006120	5.000000
26	29	0.006993	2.000000
26	30	0.003648	3.000000
26	31	0.004346	5.000000
26	32	0.000000	2.000000
26	33	0.000000	3.000000
26	34	0.003264	3.000000
26	35	0.005000	2.000000
26	36	0.004671	2.000000
26	37	0.005459	3.000000
26	38	0.003639	5.000000
26	39	0.004726	2.000000
26	40	0.005002	4.000000
26	41	0.002472	2.000000
26	42	0.000000	1.000000
27	0	0.000000	4.000000
27	1	0.000000	4.000000
27	2	0.003920	6.000000
27	3	0.000000	3.000000
27	4	0.000000	2.000000
27	5	0.012420	6.000000
27	6	0.000000	4.000000
27	7	0.004965	6.000000
27	8	0.000000	2.000000
27	9	0.000000	5.000000
27	10	0.000000	2.000000
27	11	0.000000	2.000000
27	12	0.000000	2.000000
27	13	0.000000	6.000000
27	14	0.000000	4.000000
27	15	0.000000	4.000000
27	16	0.000000	3.000000
27	17	0.000000	1.000000
27	18	0.003623	8.000000
27	19	0.000000	5.000000
27	20	0.000000	5.000000
27	21	0.003613	5.000000
27	22	0.004022	7.000000
27	23	0.003568	7.000000
27	24	0.000000	5.000000
27	25	0.013284	5.000000
27	26	0.005842	5.000000
27	27	NO TIENE
27	28	0.000000	1.000000
27	29	0.000000	3.000000
27	30	0.000000	5.000000
27	31	0.000000	3.000000
27	32	0.004757	5.000000
27	33	0.016476	7.000000
27	34	0.000000	2.000000
27	35	0.000000	4.000000
27	36	0.000000	4.000000
27	37	0.000000	3.000000
27	38	0.000000	2.000000
27	39	0.000000	3.000000
27	40	0.000000	1.000000
27	41	0.000000	3.000000
27	42	0.006879	4.000000
28	0	0.000000	4.000000
28	1	0.000000	4.000000
28	2	0.011441	6.000000
28	3	0.000000	3.000000
28	4	0.000000	3.000000
28	5	0.014812	6.000000
28	6	0.000000	4.000000
28	7	0.003618	6.000000
28	8	0.000000	3.000000
28	9	0.000000	5.000000
28	10	0.000000	2.000000
28	11	0.000000	2.000000
28	12	0.000000	2.000000
28	13	0.000000	5.000000
28	14	0.000000	3.000000
28	15	0.000000	4.000000
28	16	0.000000	3.000000
28	17	0.000000	1.000000
28	18	0.009382	8.000000
28	19	0.000000	4.000000
28	20	0.000000	5.000000
28	21	0.004281	6.000000
28	22	0.013269	7.000000
28	23	0.011619	7.000000
28	24	0.000000	4.000000
28	25	0.012022	5.000000
28	26	0.005876	5.000000
28	27	0.000000	1.000000
28	28	NO TIENE
28	29	0.000000	4.000000
28	30	0.000000	5.000000
28	31	0.000000	2.000000
28	32	0.001795	5.000000
28	33	0.011269	7.000000
28	34	0.000000	3.000000
28	35	0.000000	4.000000
28	36	0.000000	4.000000
28	37	0.000000	3.000000
28	38	0.000000	1.000000
28	39	0.000000	4.000000
28	40	0.000000	2.000000
28	41	0.000000	3.000000
28	42	0.002857	5.000000
29	0	0.000000	3.000000
29	1	0.000000	4.000000
29	2	0.006791	3.000000
29	3	0.000000	3.000000
29	4	0.000000	1.000000
29	5	0.003951	4.000000
29	6	0.000000	1.000000
29	7	0.004636	3.000000
29	8	0.000000	2.000000
29	9	0.000000	2.000000
29	10	0.000000	4.000000
29	11	0.000000	3.000000
29	12	0.000000	2.000000
29	13	0.000000	4.000000
29	14	0.000000	4.000000
29	15	0.000000	1.000000
29	16	0.000000	2.000000
29	17	0.000000	4.000000
29	18	0.003678	5.000000
29	19	0.000000	3.000000
29	20	0.000000	2.000000
29	21	0.003941	2.000000
29	22	0.006837	4.000000
29	23	0.006972	4.000000
29	24	0.000000	4.000000
29	25	0.006531	3.000000
29	26	0.004388	2.000000
29	27	0.000000	3.000000
29	28	0.000000	4.000000
29	29	NO TIENE
29	30	0.000359	3.000000
29	31	0.000000	3.000000
29	32	0.003640	2.000000
29	33	0.005126	5.000000
29	34	0.000000	1.000000
29	35	0.000000	2.000000
29	36	0.000000	2.000000
29	37	0.000000	3.000000
29	38	0.000000	3.000000
29	39	0.000000	1.000000
29	40	0.000000	2.000000
29	41	0.000000	2.000000
29	42	0.003293	1.000000
30	0	0.000710	6.000000
30	1	0.000000	1.000000
30	2	0.014146	3.000000
30	3	0.000000	2.000000
30	4	0.000000	4.000000
30	5	0.014317	3.000000
30	6	0.000000	2.000000
30	7	0.015035	4.000000
30	8	0.000000	4.000000
30	9	0.000713	5.000000
30	10	0.000000	3.000000
30	11	0.000000	3.000000
30	12	0.000000	5.000000
30	13	0.015130	6.000000
30	14	0.017699	6.000000
30	15	0.000000	4.000000
30	16	0.000000	5.000000
30	17	0.000000	4.000000
30	18	0.013640	5.000000
30	19	0.012727	5.000000
30	20	0.000000	5.000000
30	21	0.010757	3.000000
30	22	0.013058	4.000000
30	23	0.012191	4.000000
30	24	0.015108	6.000000
30	25	0.011591	2.000000
30	26	0.004034	3.000000
30	27	0.000000	5.000000
30	28	0.000000	5.000000
30	29	0.000000	3.000000
30	30	NO TIENE
30	31	0.000000	6.000000
30	32	0.014069	4.000000
30	33	0.014549	4.000000
30	34	0.000000	4.000000
30	35	0.000000	1.000000
30	36	0.000000	3.000000
30	37	0.000000	2.000000
30	38	0.000000	6.000000
30	39	0.000000	3.000000
30	40	0.000000	5.000000
30	41	0.000000	3.000000
30	42	0.005553	4.000000
31	0	0.000000	3.000000
31	1	0.000000	6.000000
31	2	0.002860	5.000000
31	3	0.000000	5.000000
31	4	0.000000	2.000000
31	5	0.004947	5.000000
31	6	0.000000	4.000000
31	7	0.004320	4.000000
31	8	0.000000	3.000000
31	9	0.000000	3.000000
31	10	0.000000	4.000000
31	11	0.000000	4.000000
31	12	0.000000	1.000000
31	13	0.000000	3.000000
31	14	0.000000	1.000000
31	15	0.000000	3.000000
31	16	0.000000	2.000000
31	17	0.000000	3.000000
31	18	0.002518	7.000000
31	19	0.000000	2.000000
31	20	0.000000	4.000000
31	21	0.003975	4.000000
31	22	0.001097	6.000000
31	23	0.003960	6.000000
31	24	0.000000	2.000000
31	25	0.003658	5.000000
31	26	0.002961	5.000000
31	27	0.000000	3.000000
31	28	0.000000	2.000000
31	29	0.000000	3.000000
31	30	0.000000	6.000000
31	31	NO TIENE
31	32	0.001829	3.000000
31	33	0.001469	6.000000
31	34	0.000000	3.000000
31	35	0.000000	5.000000
31	36	0.000365	5.000000
31	37	0.000000	5.000000
31	38	0.000000	1.000000
31	39	0.000000	4.000000
31	40	0.000000	2.000000
31	41	0.000000	5.000000
31	42	0.005827	4.000000
32	0	0.000000	2.000000
32	1	0.013020	5.000000
32	2	0.000000	2.000000
32	3	0.005680	5.000000
32	4	0.003207	3.000000
32	5	0.000000	2.000000
32	6	0.005820	3.000000
32	7	0.000000	1.000000
32	8	0.005865	4.000000
32	9	0.000000	1.000000
32	10	0.013281	5.000000
32	11	0.004020	5.000000
32	12	0.000000	4.000000
32	13	0.004372	2.000000
32	14	0.004378	2.000000
32	15	0.000000	2.000000
32	16	0.000000	3.000000
32	17	0.006562	6.000000
32	18	0.000000	4.000000
32	19	0.003250	1.000000
32	20	0.000000	1.000000
32	21	0.000000	1.000000
32	22	0.000000	3.000000
32	23	0.000000	3.000000
32	24	0.004640	2.000000
32	25	0.000000	2.000000
32	26	0.000000	2.000000
32	27	0.007418	5.000000
32	28	0.003280	5.000000
32	29	0.006144	2.000000
32	30	0.016194	4.000000
32	31	0.004708	3.000000
32	32	NO TIENE
32	33	0.000000	3.000000
32	34	0.004020	3.000000
32	35	0.013121	3.000000
32	36	0.005486	4.000000
32	37	0.012411	4.000000
32	38	0.002186	4.000000
32	39	0.003955	3.000000
32	40	0.005027	4.000000
32	41	0.005716	4.000000
32	42	0.000000	1.000000
33	0	0.000000	5.000000
33	1	0.010298	5.000000
33	2	0.000000	2.000000
33	3	0.012992	5.000000
33	4	0.004292	6.000000
33	5	0.000000	1.000000
33	6	0.005505	4.000000
33	7	0.000000	2.000000
33	8	0.003984	6.000000
33	9	0.000000	4.000000
33	10	0.016482	5.000000
33	11	0.004671	6.000000
33	12	0.003973	7.000000
33	13	0.002907	5.000000
33	14	0.004035	5.000000
33	15	0.000000	5.000000
33	16	0.000000	6.000000
33	17	0.012191	6.000000
33	18	0.000000	1.000000
33	19	0.002162	4.000000
33	20	0.000000	4.000000
33	21	0.000000	3.000000
33	22	0.000000	1.000000
33	23	0.000000	2.000000
33	24	0.003919	5.000000
33	25	0.000000	2.000000
33	26	0.000000	3.000000
33	27	0.015468	7.000000
33	28	0.009322	7.000000
33	29	0.007962	5.000000
33	30	0.015737	4.000000
33	31	0.002961	6.000000
33	32	0.000000	3.000000
33	33	NO TIENE
33	34	0.003294	6.000000
33	35	0.013699	3.000000
33	36	0.005136	5.000000
33	37	0.012416	4.000000
33	38	0.003340	7.000000
33	39	0.005018	5.000000
33	40	0.004270	7.000000
33	41	0.004234	5.000000
33	42	0.000000	4.000000
34	0	0.000000	3.000000
34	1	0.000000	4.000000
34	2	0.004519	4.000000
34	3	0.000000	3.000000
34	4	0.000000	1.000000
34	5	0.005602	5.000000
34	6	0.000000	2.000000
34	7	0.002532	4.000000
34	8	0.000000	1.000000
34	9	0.000000	3.000000
34	10	0.000000	3.000000
34	11	0.000000	2.000000
34	12	0.000000	2.000000
34	13	0.000000	5.000000
34	14	0.000000	4.000000
34	15	0.000000	2.000000
34	16	0.000000	2.000000
34	17	0.000000	3.000000
34	18	0.003940	6.000000
34	19	0.000000	4.000000
34	20	0.000000	3.000000
34	21	0.004004	3.000000
34	22	0.002510	5.000000
34	23	0.003227	5.000000
34	24	0.000000	5.000000
34	25	0.003912	4.000000
34	26	0.004772	3.000000
34	27	0.000000	2.000000
34	28	0.000000	3.000000
34	29	0.000000	1.000000
34	30	0.000000	4.000000
34	31	0.000000	3.000000
34	32	0.002984	3.000000
34	33	0.005531	6.000000
34	34	NO TIENE
34	35	0.000000	3.000000
34	36	0.000000	3.000000
